gameId,TeamName,Date,H_A,ScoreDiff,RedCardDiff,timeSpent,Goal,Foul,Corner,Yellow,Red,ShotAttempt,Save,FreeKick,Offside,CornerPerMinute,DrawBet,ShotAttemptPerMinute,WinBet,WeightedWinProb
252456,Karlsruher SC,2009-05-12,home,2,0,9,0,1,1,0,0,1,0,3,1,0.111,3.55,0.111,1.94,0.254
252456,Hannover,2009-05-12,away,-2,0,9,1,3,0,1,0,2,0,1,0,0.0,3.55,0.222,3.82,-0.254
252457,Schalke,2008-11-22,home,0,0,17,1,2,1,0,0,3,0,3,0,0.059,4.45,0.176,1.39,0.603
252457,B. Monchengladbach,2008-11-22,away,0,0,17,0,3,0,1,0,0,1,2,0,0.0,4.45,0.0,8.59,-0.603
252457,Schalke,2008-11-22,home,1,0,19,2,7,0,0,0,2,1,4,1,0.0,4.45,0.105,1.39,0.603
252457,B. Monchengladbach,2008-11-22,away,-1,0,19,0,4,0,1,0,2,0,7,1,0.0,4.45,0.105,8.59,-0.603
252457,Schalke,2008-11-22,home,2,0,51,0,9,4,1,0,8,1,10,1,0.078,4.45,0.157,1.39,0.603
252457,B. Monchengladbach,2008-11-22,away,-2,0,51,1,10,5,1,0,7,0,9,4,0.098,4.45,0.137,8.59,-0.603
252458,Bayern Munich,2009-02-08,home,0,0,63,1,10,7,1,0,19,2,10,2,0.111,4.57,0.302,1.35,0.638
252458,Dortmund,2009-02-08,away,0,0,63,1,9,2,2,0,11,6,10,3,0.032,4.57,0.175,9.7,-0.638
252458,Bayern Munich,2009-02-08,home,-1,0,21,1,0,4,0,0,13,0,3,1,0.19,4.57,0.619,1.35,0.638
252458,Bayern Munich,2009-02-08,home,1,0,1,1,0,0,0,0,2,0,2,0,0.0,4.57,2.0,1.35,0.638
252458,Dortmund,2009-02-08,away,1,0,21,0,3,0,0,0,1,4,0,1,0.0,4.57,0.048,9.7,-0.638
252458,Dortmund,2009-02-08,away,-1,0,1,0,2,0,1,0,0,0,0,0,0.0,4.57,0.0,9.7,-0.638
252458,Bayern Munich,2009-02-08,home,2,0,0,0,0,0,0,0,0,0,0,0,0.0,4.57,0.0,1.35,0.638
252458,Dortmund,2009-02-08,away,-2,0,0,0,0,0,0,0,0,0,0,0,0.0,4.57,0.0,9.7,-0.638
252459,Bochum,2009-03-14,home,0,0,32,0,5,0,0,0,1,0,5,0,0.0,3.87,0.031,6.03,-0.471
252459,Bayern Munich,2009-03-14,away,0,0,32,1,5,2,0,0,2,1,5,3,0.062,3.87,0.062,1.57,0.471
252459,Bochum,2009-03-14,home,-1,0,14,0,5,0,0,0,2,0,3,0,0.0,3.87,0.143,6.03,-0.471
252459,Bochum,2009-03-14,home,-1,1,12,0,3,0,1,1,0,2,0,0,0.0,3.87,0.0,6.03,-0.471
252459,Bayern Munich,2009-03-14,away,1,0,14,0,3,0,1,0,1,0,5,0,0.0,3.87,0.071,1.57,0.471
252459,Bayern Munich,2009-03-14,away,1,-1,12,1,0,1,0,0,5,0,3,0,0.083,3.87,0.417,1.57,0.471
252459,Bochum,2009-03-14,home,-2,1,29,0,3,0,0,0,0,0,5,1,0.0,3.87,0.0,6.03,-0.471
252459,Bayern Munich,2009-03-14,away,2,-1,29,1,5,2,2,0,5,0,3,2,0.069,3.87,0.172,1.57,0.471
252459,Bochum,2009-03-14,home,-3,1,0,0,0,0,0,0,0,0,0,0,0.0,3.87,0.0,6.03,-0.471
252459,Bayern Munich,2009-03-14,away,3,-1,0,0,0,0,0,0,0,0,0,0,0.0,3.87,0.0,1.57,0.471
252460,Schalke,2009-03-06,home,0,0,28,1,3,4,0,0,5,0,3,2,0.143,3.69,0.179,1.6,0.461
252460,FC Koln,2009-03-06,away,0,0,28,0,2,1,0,0,2,0,4,1,0.036,3.69,0.071,6.1,-0.461
252460,Schalke,2009-03-06,home,1,0,61,0,15,1,3,0,5,4,12,5,0.016,3.69,0.082,1.6,0.461
252460,FC Koln,2009-03-06,away,-1,0,61,0,11,3,2,0,9,2,15,1,0.049,3.69,0.148,6.1,-0.461
252461,Dortmund,2008-10-26,home,0,0,48,0,8,4,2,0,11,1,7,2,0.083,3.35,0.229,1.96,0.246
252461,Hertha Berlin,2008-10-26,away,0,0,48,1,7,3,2,0,10,1,8,0,0.062,3.35,0.208,3.79,-0.246
252461,Dortmund,2008-10-26,home,-1,0,39,1,3,6,0,0,12,2,9,2,0.154,3.35,0.308,1.96,0.246
252461,Hertha Berlin,2008-10-26,away,1,0,39,0,8,2,1,0,5,4,4,1,0.051,3.35,0.128,3.79,-0.246
252462,Bayern Munich,2008-10-25,home,0,0,39,1,5,1,0,0,7,1,8,6,0.026,3.76,0.179,1.6,0.442
252462,Wolfsburg,2008-10-25,away,0,0,39,1,8,1,1,0,5,2,6,0,0.026,3.76,0.128,5.47,-0.442
252462,Bayern Munich,2008-10-25,home,-1,0,13,1,2,1,0,0,5,0,5,2,0.077,3.76,0.385,1.6,0.442
252462,Bayern Munich,2008-10-25,home,1,0,16,1,4,0,2,0,1,2,4,1,0.0,3.76,0.062,1.6,0.442
252462,Wolfsburg,2008-10-25,away,1,0,13,1,5,0,1,0,2,1,2,0,0.0,3.76,0.154,5.47,-0.442
252462,Wolfsburg,2008-10-25,away,-1,0,16,0,3,0,0,0,4,0,4,0,0.0,3.76,0.25,5.47,-0.442
252462,Bayern Munich,2008-10-25,home,-2,0,7,1,2,0,1,0,1,0,1,1,0.0,3.76,0.143,1.6,0.442
252462,Bayern Munich,2008-10-25,home,2,0,9,0,2,0,0,0,5,0,3,0,0.0,3.76,0.556,1.6,0.442
252462,Wolfsburg,2008-10-25,away,2,0,7,0,1,1,0,0,1,0,2,0,0.143,3.76,0.143,5.47,-0.442
252462,Wolfsburg,2008-10-25,away,-2,0,9,0,3,1,0,0,1,0,2,0,0.111,3.76,0.111,5.47,-0.442
252463,Cottbus,2008-10-05,home,0,0,68,0,18,1,2,0,6,4,12,0,0.015,3.32,0.088,3.79,-0.231
252463,Hamburger SV,2008-10-05,away,0,0,68,2,12,7,3,0,16,3,18,2,0.103,3.32,0.235,2.02,0.231
252463,Cottbus,2008-10-05,home,-1,0,19,1,2,2,0,0,3,3,1,0,0.105,3.32,0.158,3.79,-0.231
252463,Hamburger SV,2008-10-05,away,1,0,19,0,1,2,0,0,9,0,2,0,0.105,3.32,0.474,2.02,0.231
252464,Bochum,2009-02-14,home,0,0,30,1,6,6,0,0,5,3,4,0,0.2,3.38,0.167,3.71,-0.236
252464,Schalke,2009-02-14,away,0,0,30,1,4,0,0,0,9,0,7,0,0.0,3.38,0.3,1.98,0.236
252464,Bochum,2009-02-14,home,-1,0,23,1,3,7,1,0,10,0,7,1,0.304,3.38,0.435,3.71,-0.236
252464,Bochum,2009-02-14,home,1,0,32,0,6,0,3,0,2,1,7,0,0.0,3.38,0.062,3.71,-0.236
252464,Schalke,2009-02-14,away,1,0,23,0,7,0,1,0,2,1,3,0,0.0,3.38,0.087,1.98,0.236
252464,Schalke,2009-02-14,away,-1,0,32,0,7,4,1,0,11,1,7,1,0.125,3.38,0.344,1.98,0.236
252465,Bayern Munich,2008-08-31,home,0,0,12,1,4,1,0,0,3,0,2,0,0.083,4.51,0.25,1.38,0.609
252465,Hertha Berlin,2008-08-31,away,0,0,12,0,2,1,0,0,0,1,4,0,0.083,4.51,0.0,8.68,-0.609
252465,Bayern Munich,2008-08-31,home,1,0,40,1,8,5,0,0,6,1,6,2,0.125,4.51,0.15,1.38,0.609
252465,Hertha Berlin,2008-08-31,away,-1,0,40,0,6,0,2,0,3,1,8,0,0.0,4.51,0.075,8.68,-0.609
252465,Bayern Munich,2008-08-31,home,2,0,1,1,0,0,0,0,2,0,0,0,0.0,4.51,2.0,1.38,0.609
252465,Hertha Berlin,2008-08-31,away,-2,0,1,0,0,0,0,0,0,1,0,0,0.0,4.51,0.0,8.68,-0.609
252465,Bayern Munich,2008-08-31,home,3,0,19,1,3,3,0,0,6,0,5,0,0.158,4.51,0.316,1.38,0.609
252465,Hertha Berlin,2008-08-31,away,-3,0,19,0,5,0,1,0,3,1,3,1,0.0,4.51,0.158,8.68,-0.609
252465,Bayern Munich,2008-08-31,home,4,0,13,0,2,2,0,0,2,1,1,1,0.154,4.51,0.154,1.38,0.609
252465,Hertha Berlin,2008-08-31,away,-4,0,13,1,1,0,0,0,3,0,3,0,0.0,4.51,0.231,8.68,-0.609
252466,Bayern Munich,2008-12-05,home,0,0,78,1,19,2,2,0,13,4,28,2,0.026,3.49,0.167,1.71,0.395
252466,Hoffenheim,2008-12-05,away,0,0,78,1,26,2,3,0,9,0,21,2,0.026,3.49,0.115,5.26,-0.395
252466,Bayern Munich,2008-12-05,home,-1,0,10,1,2,1,1,0,2,1,2,1,0.1,3.49,0.2,1.71,0.395
252466,Bayern Munich,2008-12-05,home,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.49,0.0,1.71,0.395
252466,Hoffenheim,2008-12-05,away,1,0,10,0,2,2,0,0,3,0,2,0,0.2,3.49,0.3,5.26,-0.395
252466,Hoffenheim,2008-12-05,away,-1,0,0,0,0,0,0,0,1,0,0,0,0.0,3.49,0.0,5.26,-0.395
252467,Hamburger SV,2008-11-08,home,0,0,9,1,1,1,0,0,2,2,4,0,0.111,3.39,0.222,1.88,0.301
252467,Dortmund,2008-11-08,away,0,0,9,0,3,0,0,0,2,0,1,0,0.0,3.39,0.222,4.33,-0.301
252467,Hamburger SV,2008-11-08,home,1,-1,0,0,0,0,0,0,0,0,0,0,0.0,3.39,0.0,1.88,0.301
252467,Hamburger SV,2008-11-08,home,1,0,62,1,10,1,1,0,5,2,12,0,0.016,3.39,0.081,1.88,0.301
252467,Dortmund,2008-11-08,away,-1,1,0,0,0,0,0,1,0,0,0,0,0.0,3.39,0.0,4.33,-0.301
252467,Dortmund,2008-11-08,away,-1,0,62,0,11,4,2,0,11,0,10,4,0.065,3.39,0.177,4.33,-0.301
252467,Hamburger SV,2008-11-08,home,2,0,14,0,3,0,1,0,0,1,3,1,0.0,3.39,0.0,1.88,0.301
252467,Dortmund,2008-11-08,away,-2,0,14,1,3,0,0,0,2,0,3,1,0.0,3.39,0.143,4.33,-0.301
252468,Schalke,2009-05-23,home,0,0,68,1,13,6,0,0,10,1,11,2,0.088,3.81,0.147,1.68,0.39
252468,Hoffenheim,2009-05-23,away,0,0,68,2,11,2,3,0,14,4,13,2,0.029,3.81,0.206,4.88,-0.39
252468,Schalke,2009-05-23,home,-1,0,2,1,0,1,1,0,3,0,2,0,0.5,3.81,1.5,1.68,0.39
252468,Schalke,2009-05-23,home,1,0,13,0,5,1,0,0,1,0,1,1,0.077,3.81,0.077,1.68,0.39
252468,Hoffenheim,2009-05-23,away,1,0,2,0,2,0,0,0,0,1,0,2,0.0,3.81,0.0,4.88,-0.39
252468,Hoffenheim,2009-05-23,away,-1,0,13,1,1,0,0,0,2,0,6,0,0.0,3.81,0.154,4.88,-0.39
252469,Dortmund,2008-11-30,home,0,0,90,0,10,3,2,0,6,3,9,13,0.033,3.38,0.067,2.17,0.14
252469,Wolfsburg,2008-11-30,away,0,0,90,0,8,8,2,0,13,1,10,2,0.089,3.38,0.144,3.12,-0.14
252470,Hoffenheim,2008-08-23,home,0,0,31,1,5,4,0,0,11,2,9,0,0.129,3.35,0.355,2.08,0.195
252470,B. Monchengladbach,2008-08-23,away,0,0,31,0,9,2,1,0,3,3,5,1,0.065,3.35,0.097,3.5,-0.195
252470,Hoffenheim,2008-08-23,home,1,0,57,0,12,7,1,0,12,0,17,1,0.123,3.35,0.211,2.08,0.195
252470,B. Monchengladbach,2008-08-23,away,-1,0,57,0,17,0,3,0,4,6,13,3,0.0,3.35,0.07,3.5,-0.195
252471,Bochum,2008-11-22,home,0,0,25,0,5,1,0,0,1,1,3,0,0.04,3.3,0.04,2.52,0.032
252471,Hertha Berlin,2008-11-22,away,0,0,25,1,3,4,0,0,5,0,5,0,0.16,3.3,0.2,2.74,-0.032
252471,Bochum,2008-11-22,home,-1,0,18,0,3,6,1,0,8,1,6,0,0.333,3.3,0.444,2.52,0.032
252471,Hertha Berlin,2008-11-22,away,1,0,18,1,6,1,1,0,3,3,3,0,0.056,3.3,0.167,2.74,-0.032
252471,Bochum,2008-11-22,home,-2,0,28,1,5,2,0,0,11,0,8,0,0.071,3.3,0.393,2.52,0.032
252471,Hertha Berlin,2008-11-22,away,2,0,28,1,7,1,0,0,3,2,5,0,0.036,3.3,0.107,2.74,-0.032
252471,Bochum,2008-11-22,home,-3,0,10,1,1,3,0,0,3,0,3,0,0.3,3.3,0.3,2.52,0.032
252471,Hertha Berlin,2008-11-22,away,3,0,10,0,3,1,0,0,1,0,1,1,0.1,3.3,0.1,2.74,-0.032
252472,Arminia Bielefeld,2008-12-06,home,0,0,90,0,12,8,1,0,13,5,14,5,0.089,3.35,0.144,3.42,-0.175
252472,Dortmund,2008-12-06,away,0,0,90,0,14,2,3,0,13,2,12,4,0.022,3.35,0.144,2.14,0.175
252473,Karlsruher SC,2008-10-18,home,0,0,86,0,17,3,3,0,8,4,19,2,0.035,3.79,0.093,6.03,-0.467
252473,Bayern Munich,2008-10-18,away,0,0,86,1,16,6,2,0,16,2,18,4,0.07,3.79,0.186,1.58,0.467
252473,Karlsruher SC,2008-10-18,home,-1,0,5,0,3,0,0,0,0,0,0,0,0.0,3.79,0.0,6.03,-0.467
252473,Bayern Munich,2008-10-18,away,1,0,5,0,0,1,0,0,0,0,3,0,0.2,3.79,0.0,1.58,0.467
252474,Hamburger SV,2009-05-13,home,0,0,15,1,2,2,0,0,2,0,2,0,0.133,4.16,0.133,1.47,0.538
252474,Bochum,2009-05-13,away,0,0,15,0,1,1,0,0,1,0,2,0,0.067,4.16,0.067,7.04,-0.538
252474,Hamburger SV,2009-05-13,home,1,0,17,1,3,3,0,0,3,1,3,0,0.176,4.16,0.176,1.47,0.538
252474,Bochum,2009-05-13,away,-1,0,17,0,3,2,0,0,3,0,3,1,0.118,4.16,0.176,7.04,-0.538
252474,Hamburger SV,2009-05-13,home,2,0,40,1,9,2,0,0,5,2,12,2,0.05,4.16,0.125,1.47,0.538
252474,Bochum,2009-05-13,away,-2,0,40,0,12,2,3,0,8,3,9,2,0.05,4.16,0.2,7.04,-0.538
252474,Hamburger SV,2009-05-13,home,3,0,12,0,0,1,0,0,4,0,2,1,0.083,4.16,0.333,1.47,0.538
252474,Bochum,2009-05-13,away,-3,0,12,1,2,2,0,0,1,3,0,0,0.167,4.16,0.083,7.04,-0.538
252475,Arminia Bielefeld,2009-02-06,home,0,0,60,0,12,4,2,0,10,1,10,3,0.067,3.22,0.167,2.55,0.023
252475,Hertha Berlin,2009-02-06,away,0,0,60,1,10,2,1,0,4,5,13,2,0.033,3.22,0.067,2.71,-0.023
252475,Arminia Bielefeld,2009-02-06,home,-1,0,25,1,3,3,0,0,6,1,4,1,0.12,3.22,0.24,2.55,0.023
252475,Hertha Berlin,2009-02-06,away,1,0,25,0,4,0,0,0,1,1,3,0,0.0,3.22,0.04,2.71,-0.023
252476,Bayer Leverkusen,2008-10-31,home,0,0,57,1,9,6,0,0,15,0,9,5,0.105,3.49,0.263,1.86,0.298
252476,Wolfsburg,2008-10-31,away,0,0,57,0,9,1,1,0,1,4,9,3,0.018,3.49,0.018,4.17,-0.298
252476,Bayer Leverkusen,2008-10-31,home,1,0,6,1,1,2,0,0,2,0,1,0,0.333,3.49,0.333,1.86,0.298
252476,Wolfsburg,2008-10-31,away,-1,0,6,0,1,0,0,0,0,0,1,0,0.0,3.49,0.0,4.17,-0.298
252476,Bayer Leverkusen,2008-10-31,home,2,0,23,0,5,1,0,0,1,1,1,3,0.043,3.49,0.043,1.86,0.298
252476,Wolfsburg,2008-10-31,away,-2,0,23,0,1,3,0,0,7,0,5,1,0.13,3.49,0.304,4.17,-0.298
252477,Bayer Leverkusen,2009-04-12,home,0,0,67,1,12,4,0,0,10,4,14,4,0.06,3.43,0.149,2.2,0.141
252477,Werder Bremen,2009-04-12,away,0,0,67,0,14,3,0,0,10,2,12,4,0.045,3.43,0.149,3.19,-0.141
252477,Bayer Leverkusen,2009-04-12,home,1,0,21,0,4,3,0,0,0,0,2,0,0.143,3.43,0.0,2.2,0.141
252477,Werder Bremen,2009-04-12,away,-1,0,21,1,2,0,0,0,3,0,4,2,0.0,3.43,0.143,3.19,-0.141
252478,Karlsruher SC,2008-10-28,home,0,0,15,0,0,1,0,0,2,3,3,0,0.067,3.35,0.133,3.95,-0.262
252478,Schalke,2008-10-28,away,0,0,15,1,2,8,0,0,5,0,0,0,0.533,3.35,0.333,1.94,0.262
252478,Karlsruher SC,2008-10-28,home,-1,0,3,0,1,2,0,0,1,0,0,0,0.667,3.35,0.333,3.95,-0.262
252478,Schalke,2008-10-28,away,1,0,3,1,0,0,0,0,1,0,1,0,0.0,3.35,0.333,1.94,0.262
252478,Karlsruher SC,2008-10-28,home,-2,0,35,0,7,3,1,0,4,3,7,0,0.086,3.35,0.114,3.95,-0.262
252478,Karlsruher SC,2008-10-28,home,-2,1,12,0,1,0,1,1,1,1,5,0,0.0,3.35,0.083,3.95,-0.262
252478,Schalke,2008-10-28,away,2,0,35,0,7,1,1,0,6,3,7,3,0.029,3.35,0.171,1.94,0.262
252478,Schalke,2008-10-28,away,2,-1,12,1,5,0,1,0,3,0,1,1,0.0,3.35,0.25,1.94,0.262
252478,Karlsruher SC,2008-10-28,home,-3,1,21,0,1,1,1,0,3,0,1,1,0.048,3.35,0.143,3.95,-0.262
252478,Schalke,2008-10-28,away,3,-1,21,0,1,0,0,0,4,1,1,1,0.0,3.35,0.19,1.94,0.262
252479,Arminia Bielefeld,2008-09-20,home,0,0,74,1,11,2,0,0,11,1,17,1,0.027,3.38,0.149,2.21,0.143
252479,FC Koln,2008-09-20,away,0,0,74,0,16,5,1,0,8,3,11,3,0.068,3.38,0.108,3.23,-0.143
252479,Arminia Bielefeld,2008-09-20,home,1,0,0,1,0,0,0,0,2,0,0,0,0.0,3.38,0.0,2.21,0.143
252479,FC Koln,2008-09-20,away,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.38,0.0,3.23,-0.143
252479,Arminia Bielefeld,2008-09-20,home,2,0,14,0,3,0,0,0,1,0,5,3,0.0,3.38,0.071,2.21,0.143
252479,FC Koln,2008-09-20,away,-2,0,14,0,5,2,2,0,0,0,3,0,0.143,3.38,0.0,3.23,-0.143
252480,Eintracht Frankfurt,2008-11-09,home,0,0,19,1,7,2,1,0,2,0,4,2,0.105,3.32,0.105,3.04,-0.102
252480,Stuttgart,2008-11-09,away,0,0,19,0,4,2,0,0,7,1,7,0,0.105,3.32,0.368,2.32,0.102
252480,Eintracht Frankfurt,2008-11-09,home,1,0,63,1,13,1,3,0,8,5,18,5,0.016,3.32,0.127,3.04,-0.102
252480,Stuttgart,2008-11-09,away,-1,0,63,1,18,5,4,0,16,2,14,1,0.079,3.32,0.254,2.32,0.102
252480,Eintracht Frankfurt,2008-11-09,home,2,0,4,0,0,1,0,0,1,0,1,0,0.25,3.32,0.25,3.04,-0.102
252480,Stuttgart,2008-11-09,away,-2,0,4,1,1,0,0,0,2,1,0,0,0.0,3.32,0.5,2.32,0.102
252481,Arminia Bielefeld,2009-02-21,home,0,-1,4,0,0,1,0,0,2,1,1,1,0.25,3.27,0.5,2.24,0.141
252481,Arminia Bielefeld,2009-02-21,home,0,0,31,0,7,2,1,0,5,0,7,0,0.065,3.27,0.161,2.24,0.141
252481,Bochum,2009-02-21,away,0,1,4,0,1,1,1,1,2,0,0,0,0.25,3.27,0.5,3.27,-0.141
252481,Bochum,2009-02-21,away,0,0,31,1,7,3,0,0,3,1,7,1,0.097,3.27,0.097,3.27,-0.141
252481,Arminia Bielefeld,2009-02-21,home,-1,0,50,1,7,4,1,0,12,2,11,1,0.08,3.27,0.24,2.24,0.141
252481,Bochum,2009-02-21,away,1,0,50,0,10,2,2,0,9,1,8,2,0.04,3.27,0.18,3.27,-0.141
252482,Bayer Leverkusen,2008-12-13,home,0,0,77,1,13,4,0,0,17,1,13,2,0.052,5.15,0.221,1.3,0.675
252482,Cottbus,2008-12-13,away,0,0,77,0,13,2,1,0,2,5,13,6,0.026,5.15,0.026,10.59,-0.675
252482,Bayer Leverkusen,2008-12-13,home,1,0,9,0,0,1,0,0,3,0,2,1,0.111,5.15,0.333,1.3,0.675
252482,Cottbus,2008-12-13,away,-1,0,9,1,2,1,0,0,3,0,0,0,0.111,5.15,0.333,10.59,-0.675
252483,Hamburger SV,2008-11-23,home,0,0,51,2,9,2,2,0,10,4,10,6,0.039,3.57,0.196,2.38,0.064
252483,Werder Bremen,2008-11-23,away,0,0,51,0,10,2,1,0,12,3,10,2,0.039,3.57,0.235,2.81,-0.064
252483,Hamburger SV,2008-11-23,home,1,0,31,0,10,1,1,0,3,2,11,3,0.032,3.57,0.097,2.38,0.064
252483,Werder Bremen,2008-11-23,away,-1,0,31,1,10,4,1,0,5,1,12,1,0.129,3.57,0.161,2.81,-0.064
252484,Karlsruher SC,2008-08-29,home,0,0,72,0,8,2,1,0,6,1,12,2,0.028,3.29,0.083,2.09,0.189
252484,FC Koln,2008-08-29,away,0,0,72,1,12,3,0,0,7,2,9,3,0.042,3.29,0.097,3.45,-0.189
252484,Karlsruher SC,2008-08-29,home,-1,0,9,0,0,1,0,0,3,0,2,1,0.111,3.29,0.333,2.09,0.189
252484,FC Koln,2008-08-29,away,1,0,9,1,2,0,0,0,1,0,0,0,0.0,3.29,0.111,3.45,-0.189
252484,Karlsruher SC,2008-08-29,home,-2,0,8,0,1,0,0,0,2,0,0,0,0.0,3.29,0.25,2.09,0.189
252484,FC Koln,2008-08-29,away,2,0,8,0,0,2,0,0,2,0,1,0,0.25,3.29,0.25,3.45,-0.189
252485,Karlsruher SC,2009-05-02,home,0,0,90,0,20,11,3,0,20,1,28,0,0.122,3.43,0.222,1.88,0.298
252485,Cottbus,2009-05-02,away,0,0,90,0,26,1,5,0,4,4,20,1,0.011,3.43,0.044,4.27,-0.298
252486,Bayern Munich,2009-05-23,home,0,0,16,1,3,1,0,0,2,0,6,0,0.062,4.13,0.125,1.63,0.409
